participant_id,group,intensity,response,reaction_time
0,patient,1.1295377076201385,0.0,681.552702873898
0,patient,1.1295377076201385,0.0,
0,patient,1.1295377076201385,0.0,616.0681899511266
0,patient,1.1295377076201385,0.0,520.4078119745016
0,patient,1.1295377076201385,0.0,563.6002307670127
0,patient,1.1295377076201385,0.0,591.2492116362051
0,patient,1.1295377076201385,0.0,638.2534314870991
0,patient,1.1295377076201385,0.0,597.4326613686003
0,patient,1.1295377076201385,0.0,607.1662006730313
0,patient,1.1295377076201385,0.0,635.7251706925052
0,patient,1.1295377076201385,0.0,682.2844369755719
0,patient,1.1295377076201385,0.0,615.6450420725819
0,patient,1.1295377076201385,0.0,592.7357089865245
0,patient,1.1295377076201385,0.0,673.9759750520899
0,patient,1.1295377076201385,0.0,589.0362442657529
0,patient,1.1295377076201385,0.0,511.9190219810666
0,patient,1.1295377076201385,0.0,630.972789219424
0,patient,1.1295377076201385,0.0,593.6187313226338
0,patient,1.1295377076201385,1.0,641.8515643380646
0,patient,1.1295377076201385,0.0,628.1432675438849
0,patient,1.9381575248297571,0.0,545.4063966691642
0,patient,1.9381575248297571,0.0,522.0415141187823
0,patient,1.9381575248297571,0.0,647.3530695228346
0,patient,1.9381575248297571,0.0,605.8710078660702
0,patient,1.9381575248297571,0.0,681.1727899104284
0,patient,1.9381575248297571,0.0,484.5696729363368
0,patient,1.9381575248297571,1.0,548.7947045451339
0,patient,1.9381575248297571,0.0,595.775813912174
0,patient,1.9381575248297571,0.0,574.6140123219326
0,patient,1.9381575248297571,0.0,550.0780884566717
0,patient,1.9381575248297571,0.0,646.9945137074827
0,patient,1.9381575248297571,0.0,583.2270892686566
0,patient,1.9381575248297571,0.0,671.9159703558472
0,patient,1.9381575248297571,0.0,558.6953731233557
0,patient,1.9381575248297571,0.0,658.1606159367559
0,patient,1.9381575248297571,0.0,595.8154196910851
0,patient,1.9381575248297571,0.0,574.7514099394142
0,patient,1.9381575248297571,0.0,599.5835681599855
0,patient,1.9381575248297571,0.0,579.4212180491894
0,patient,1.9381575248297571,0.0,503.5595859703328
0,patient,3.012046041988205,1.0,731.7326262150098
0,patient,3.012046041988205,0.0,586.4258668017183
0,patient,3.012046041988205,0.0,555.3307803334606
0,patient,3.012046041988205,0.0,556.7008419095378
0,patient,3.012046041988205,0.0,579.7388693717039
0,patient,3.012046041988205,0.0,651.8468703520023
0,patient,3.012046041988205,1.0,602.3002205657497
0,patient,3.012046041988205,1.0,615.8618280215578
0,patient,3.012046041988205,0.0,613.0495816375585
0,patient,3.012046041988205,0.0,540.21452540158
0,patient,3.012046041988205,0.0,577.497208116913
0,patient,3.012046041988205,0.0,631.8865364480484
0,patient,3.012046041988205,0.0,659.5360334287145
0,patient,3.012046041988205,0.0,594.3687504400939
0,patient,3.012046041988205,0.0,662.4012672809644
0,patient,3.012046041988205,0.0,561.1363305237437
0,patient,3.012046041988205,0.0,621.3818382756438
0,patient,3.012046041988205,1.0,647.6275538146788
0,patient,3.012046041988205,1.0,567.4187913632684
0,patient,3.012046041988205,0.0,517.7862380224625
0,patient,4.131310721726766,0.0,544.2093340561919
0,patient,4.131310721726766,0.0,654.8261924157007
0,patient,4.131310721726766,0.0,558.9704249499058
0,patient,4.131310721726766,0.0,542.3667812182908
0,patient,4.131310721726766,0.0,640.0694651620954
0,patient,4.131310721726766,0.0,624.0928864399125
0,patient,4.131310721726766,0.0,529.1228377328981
0,patient,4.131310721726766,0.0,554.2367546873776
0,patient,4.131310721726766,0.0,605.7336962065837
0,patient,4.131310721726766,0.0,533.2286556133615
0,patient,4.131310721726766,0.0,545.4244958441502
0,patient,4.131310721726766,0.0,614.8734964864627
0,patient,4.131310721726766,0.0,598.5010438569597
0,patient,4.131310721726766,0.0,584.476458212864
0,patient,4.131310721726766,0.0,660.8181504885129
0,patient,4.131310721726766,0.0,515.9911640278884
0,patient,4.131310721726766,0.0,619.3707327811603
0,patient,4.131310721726766,0.0,687.8897526738417
0,patient,4.131310721726766,0.0,682.4819301637558
0,patient,4.131310721726766,0.0,596.4772947843948
0,patient,4.845434957092485,0.0,587.586380429382
0,patient,4.845434957092485,0.0,583.1824046899179
0,patient,4.845434957092485,1.0,506.45981315920943
0,patient,4.845434957092485,0.0,572.923955849695
0,patient,4.845434957092485,0.0,668.4982613630524
0,patient,4.845434957092485,0.0,662.9100864488114
0,patient,4.845434957092485,0.0,602.900303463422
